"CD_CARGO";"NR_CANDIDATO";"NM_CANDIDATO";"NM_URNA_CANDIDATO";"CD_DETALHE_SITUACAO_CAND";"NR_PARTIDO";"SG_PARTIDO";"NR_FEDERACAO";"DT_NASCIMENTO";"CD_GENERO";"CD_SIT_TOT_TURNO";
"7";"55888";"EDUARDO AMBROS RIBEIRO";"EDUARDO RIBEIRO";"2";"55";"PSD";"-1";"28/12/1984";"2";"3";
"7";"12012";"ANTÔNIO CARLOS RODRIGUES DE SOUSA";"RODRIGO SEGUNDO DISTRITO";"2";"12";"PDT";"-1";"02/06/1965";"2";"5";
"6";"3600";"UZIR SANTOS DE LIMA";"UZIR SANTOS";"2";"36";"AGIR";"-1";"16/11/1985";"2";"4";
"7";"45777";"PAULO HENRIQUE OLIVEIRA DA SILVA";"PROF PAULO HENRIQUE";"2";"45";"PSDB";"1";"29/04/1992";"2";"5";
"7";"55555";"MARIO MARCELO BARROS DOS SANTOS";"DR MÁRIO MARCELO";"2";"55";"PSD";"-1";"23/10/1972";"2";"5";
"7";"44044";"MARIA DO SOCORRO COSTA DE AMORIM";"SOCORRO AMORIM";"2";"44";"UNIÃO";"-1";"02/09/1961";"4";"5";
"7";"23789";"ADENILSON DUTRA DE SOUZA";"ADENILSON DUAM";"2";"23";"CIDADANIA";"1";"12/12/1986";"2";"5";
"7";"23033";"MARIA TEREZINHA RODRIGUES DA SILVA";"TEREZINHA";"2";"23";"CIDADANIA";"1";"07/06/1971";"4";"5";
"7";"50099";"YASMIN TAÍNA GRANGEIRO DE MACÊDO";"YASMIN GRANGEIRO";"2";"50";"PSOL";"3";"04/02/2001";"4";"4";
"7";"77890";"KATIA CILENE CORREIA DOS SANTOS";"MISSIONÁRIA KATIA";"2";"77";"SOLIDARIEDADE";"-1";"14/01/1975";"4";"4";
"7";"65654";"WALDENIRA PEREIRA DOS SANTOS";"WAL";"2";"65";"PC do B";"2";"15/02/1970";"4";"5";
"7";"40789";"FRANCISCO DAS CHAGAS BATISTA LOPES";"BATISTA";"2";"40";"PSB";"-1";"14/11/1961";"2";"5";
"7";"15122";"ANTONIA ROJAS SALES";"ANTONIA SALES";"2";"15";"MDB";"-1";"13/06/1954";"4";"2";
"4";"36";"JORGIENE DA SILVA CARNEIRO RIBEIRO";"JORGIENE CARNEIRO";"2";"36";"AGIR";"-1";"08/03/1973";"4";"4";
"7";"40234";"ANTONIO LIRA DE MORAIS";"ANTONIO MORAIS";"2";"40";"PSB";"-1";"29/08/1966";"2";"5";
"7";"40800";"RIDERSON CARLOS RIBEIRO ROCHA";"RIDERSON ROCHA";"2";"40";"PSB";"-1";"11/05/1985";"2";"5";
"7";"13500";"SALIM MANASFI DA SILVA";"SALIM MANASFI";"2";"13";"PT";"2";"25/08/1973";"2";"5";
"7";"51888";"JOSEMIR ANUTE DOS SANTOS";"JOSEMIR ANUTE";"2";"51";"PATRIOTA";"-1";"29/10/1965";"2";"4";
"6";"5000";"ANA PAULA RODRIGUES FEITOSA DO NASCIMENTO";"ANA PAULA FEITOSA";"6";"50";"PSOL";"3";"06/09/1997";"4";"4";
"7";"40003";"CARLITA DE SOUZA PINTO";"CARLITA SOUZA";"2";"40";"PSB";"-1";"01/12/1991";"4";"5";
"7";"11000";"GABRIEL POLESI UGEDA";"GABRIEL POLESI";"2";"11";"PP";"-1";"22/04/1996";"2";"5";
"7";"10111";"GENE GLENN DINIZ ANDRADE";"GENE DINIZ";"2";"10";"REPUBLICANOS";"-1";"20/01/1976";"2";"3";
"7";"44222";"NABUCO SILVA DOS SANTOS";"NABUCO SILVA";"2";"44";"UNIÃO";"-1";"31/07/1973";"2";"5";
"7";"33555";"JADEILSON DE OLIVEIRA ROIS";"MIGUEL DA JUJUBA";"6";"33";"PMN";"-1";"29/04/1986";"2";"-1";
"7";"90777";"MARIA DO NASCIMENTO MELO DE OLIVEIRA";"IRMÃ CHAGUINHA";"2";"90";"PROS";"-1";"11/05/1967";"4";"4";
"7";"19191";"FRANCISCO DE PAIVA MELO JUNIOR";"JUNIOR TOMAZ";"2";"19";"PODE";"-1";"22/01/1988";"2";"5";
"5";"131";"MARIA DE NAZARETH MELLO DE ARAUJO LAMBERT";"NAZARÉ ARAÚJO";"2";"13";"PT";"2";"07/01/1967";"4";"4";
"7";"77777";"LUCAS ESMYTH DE MELO MOURAO";"DR. LUCAS ESMYTH";"2";"77";"SOLIDARIEDADE";"-1";"25/11/1992";"2";"4";
"7";"13444";"MARIA DE JESUS CRISTINO DA SILVA";"MARIA VAI COM AS OUTRAS";"2";"13";"PT";"2";"02/12/1954";"4";"5";
"7";"12111";"MARCUS ANTONIO CAVALCANTE LIMA";"MARCUS CAVALCANTE";"2";"12";"PDT";"-1";"22/08/1966";"2";"5";
"6";"3628";"SORAIA RAMALHO DO NASCIMENTO";"SORAIA RAMALHO";"2";"36";"AGIR";"-1";"28/11/1973";"4";"4";
"6";"5133";"MANOEL DO CARMO SILVA";"DYAN É O MANOEL DO CARMO";"2";"51";"PATRIOTA";"-1";"15/05/1973";"2";"4";
"7";"55678";"MARCOS GLAY RIBEIRO DE SOUZA";"PROF MARQUINHO";"2";"55";"PSD";"-1";"06/08/1974";"2";"5";
"6";"1512";"AMARALDO PASCOAL UCHOA PINHEIRO";"AMARALDO PASCOAL";"2";"15";"MDB";"-1";"30/07/1962";"2";"4";
"6";"1500";"WHERLES FERNANDES DA ROCHA";"MAJOR ROCHA";"2";"15";"MDB";"-1";"23/10/1968";"2";"4";
"7";"40400";"GELMIRES DE SOUZA LIMA";"GELMIRES LIMA";"2";"40";"PSB";"-1";"09/12/1964";"2";"5";
"7";"19000";"ELIZABETE VIANA BARBOSA MIRANDA";"BETE MIRANDA";"2";"19";"PODE";"-1";"30/01/1968";"4";"5";
"6";"5588";"JOSE JUAREZ LEITÃO DOS SANTOS";"JUAREZ LEITÃO";"2";"55";"PSD";"-1";"05/01/1966";"2";"4";
"7";"27012";"MANOEL FRANCISCO LIMA DE SOUZA";"MANOEL IZO";"2";"27";"DC";"-1";"28/10/1971";"2";"4";
"7";"15611";"DANIEL DORZILA DE OLIVEIRA";"DANIEL DORZILA";"2";"15";"MDB";"-1";"11/03/1971";"2";"5";
"6";"1919";"RODRIGO DAMASCENO CATAO";"RODRIGO DAMASCENO";"2";"19";"PODE";"-1";"13/01/1984";"2";"4";
"6";"3322";"JOSÉ RIBAMAR FERNANDES DE LIMA";"JOSÉ RIBAMAR";"2";"33";"PMN";"-1";"21/06/1963";"2";"4";
"7";"22222";"WANIA MARIA PINHEIRO DA SILVA";"WANIA PINHEIRO";"2";"22";"PL";"-1";"08/03/1965";"4";"5";
"7";"40004";"NEURA MENDES VILA NOVA";"NEURA VILA NOVA";"2";"40";"PSB";"-1";"12/05/1980";"4";"5";
"7";"10345";"EBER SILVA MACHADO";"EBER MACHADO";"2";"10";"REPUBLICANOS";"-1";"21/09/1971";"2";"5";
"6";"3333";"HERMEI DA COSTA ALENCAR";"HERMEI";"6";"33";"PMN";"-1";"17/03/1972";"2";"-1";
"7";"15005";"SAYNEA SOUZA DE AMORIM";"SAYNA AMORIM";"2";"15";"MDB";"-1";"01/11/1979";"4";"5";
"3";"36";"DAVID SOARES HALL";"DAVID HALL";"2";"36";"AGIR";"-1";"18/07/1987";"2";"4";
"7";"51222";"VALTEMIR EVANGELISTA DE SOUZA";"PROF VALTEMIR EVANGELISTA";"2";"51";"PATRIOTA";"-1";"26/11/1957";"2";"4";
"7";"45000";"CLOVIS NUNES FERREIRA";"CLOVIS NUNES";"2";"45";"PSDB";"1";"15/01/1982";"2";"5";
"6";"4455";"ROZIMEIRE RIBEIRO ANDRADE";"MEIRE SERAFIM";"2";"44";"UNIÃO";"-1";"10/02/1975";"4";"2";
"7";"36200";"AMBROZIO DE MOURA SOUSA";"AMBROZIO MOURA";"2";"36";"AGIR";"-1";"13/05/1988";"2";"4";
"6";"3636";"RAIMUNDO JINKINGS DE MELO";"JINKINGS";"2";"36";"AGIR";"-1";"25/10/1971";"2";"4";
"7";"90555";"JOSÉ ARAUJO DA SILVA COSTA";"POLICIAL ARAÚJO";"2";"90";"PROS";"-1";"08/10/1973";"2";"4";
"7";"55123";"JEFRSON DA SILVA MENDONÇA";"JEFRSON MENDONÇA";"2";"55";"PSD";"-1";"02/07/1975";"2";"5";
"7";"23123";"ANDRÉ DA SILVA LIMA";"ANDRÉ LIMA";"14";"23";"CIDADANIA";"1";"11/01/1990";"2";"4";
"7";"51190";"ROBERTH JOSE DE SOUSA ALENCAR";"DELEGADO ROBERTH ALENCAR";"2";"51";"PATRIOTA";"-1";"27/07/1981";"2";"4";
"7";"50233";"LEANDRO ARAÚJO FEITOSA DO NASCIMENTO";"LEANDRO CABRAL";"2";"50";"PSOL";"3";"26/05/1990";"2";"4";
"7";"22190";"IGOR OLIVEIRA SANTOS";"IGOR OLIVEIRA";"2";"22";"PL";"-1";"24/09/1990";"2";"5";
"6";"1911";"LEILA MARIA HOLANDA DA CONCEIÇÃO";"LEILA HOLANDA";"2";"19";"PODE";"-1";"27/10/1973";"4";"4";
"7";"40000";"GABRIEL SANTOS DE SOUZA";"GABRIEL SANTOS";"2";"40";"PSB";"-1";"13/10/1993";"2";"5";
"7";"23300";"DAVID DE SOUZA LIMA";"DAVI LIMA";"2";"23";"CIDADANIA";"1";"14/06/1974";"2";"5";
"6";"1900";"ARTUR LIBORINIO DOS SANTOS LIMA NETO";"ARTUR NETO";"2";"19";"PODE";"-1";"01/10/1974";"2";"4";
"7";"55321";"JUDSON BARROS PEREIRA";"DELEGADO JUDSON";"2";"55";"PSD";"-1";"25/02/1965";"2";"5";
"7";"12159";"ALMINERES ALVES DA SILVA";"ALMINERES DO ELDORADO";"2";"12";"PDT";"-1";"15/09/1980";"4";"5";
"6";"3633";"JOSE CARLOS DE SOUZA OLIVEIRA";"ZÉ CARLOS JORNALISTA";"6";"36";"AGIR";"-1";"27/09/1974";"2";"4";
"7";"15120";"WIRTO HUGO DA SILVA LIMA";"WIRTO DA BAIXADA";"2";"15";"MDB";"-1";"14/09/1967";"2";"5";
"7";"44007";"MARCIO HELENO SCHIAVO SIMOES";"MINEIRINHO";"2";"44";"UNIÃO";"-1";"07/07/1978";"2";"5";
"7";"90000";"RAIMUNDO CORREIA DA COSTA";"RAIMUNDINHO DA SAUDE";"2";"90";"PROS";"-1";"13/06/1970";"2";"4";
"6";"5188";"ANTONIO JOSÉ DA SILVA SANTANA";"PASTOR ANTÔNIO JOSÉ";"2";"51";"PATRIOTA";"-1";"02/10/1960";"2";"4";
"7";"18777";"JOSE SABOIA DOS SANTOS";"JOSÉ SABOIA";"6";"18";"REDE";"3";"19/09/1980";"2";"-1";
"9";"199";"MARIA DE LOURDES LIMA VERDE DA SILVA";"LURDINHA LIMA";"2";"11";"PP";"-1";"30/07/1974";"4";"4";
"6";"1515";"JESSICA ROJAS SALES";"JESSICA SALES";"2";"15";"MDB";"-1";"28/11/1980";"4";"4";
"7";"44888";"ALDENORA FERREIRA DE SALES DA SILVA";"ALDENORA SALES";"2";"44";"UNIÃO";"-1";"20/02/1966";"4";"5";
"3";"55";"SÉRGIO DE OLIVEIRA CUNHA";"PETECÃO";"2";"55";"PSD";"-1";"20/04/1960";"2";"4";
"7";"10777";"WAGNER FELIPE GIMENES DA SILVA";"PASTOR WAGNER FELIPE";"2";"10";"REPUBLICANOS";"-1";"25/10/1981";"2";"5";
"3";"13";"JORGE NEY VIANA MACEDO NEVES";"JORGE VIANA";"2";"13";"PT";"2";"20/09/1959";"2";"4";
"7";"55777";"PABLO THYAGO BREGENSE DE SOUZA";"PABLO BREGENSE";"2";"55";"PSD";"-1";"15/03/1987";"2";"2";
"7";"90111";"GILSON TAVARES LEITÃO";"DR. GILSON LEITÃO";"2";"90";"PROS";"-1";"22/11/1966";"2";"4";
"7";"11190";"DEINIFRANCE DOURADO FRANÇA";"DEINIFRANCE";"2";"11";"PP";"-1";"28/08/1980";"4";"5";
"7";"19444";"ANDRÉ ROBERTO ROGÉRIO VALE DOS SANTOS";"ANDRÉ DA DROGA VALE";"2";"19";"PODE";"-1";"20/10/1975";"2";"2";
"7";"22444";"ELISEU SOARES MOREIRA";"PASTOR ELISEU MOREIRA";"2";"22";"PL";"-1";"28/05/1969";"2";"5";
"6";"1991";"ISRAEL AQUILA RODRIGUES DA SILVA";"ISRAEL AQUILA";"2";"19";"PODE";"-1";"11/08/1981";"2";"4";
"6";"1221";"MARIA DE JESUS GOMES DA SILVA CAVALCANTE";"DJE CAVALCANTE";"2";"12";"PDT";"-1";"28/06/1984";"4";"4";
"7";"40123";"ISAAC RONALTTI SARAH DA COSTA SARAIVA";"ISAAC RONALTTI";"2";"40";"PSB";"-1";"30/11/1984";"2";"5";
"7";"19123";"EDVALDO ALMEIDA DE OLIVEIRA";"NENÉM ALMEIDA";"2";"19";"PODE";"-1";"25/12/1969";"2";"5";
"7";"19222";"ADEKSON DE PINHO LIMA";"ADEKSON LIMA";"2";"19";"PODE";"-1";"03/12/1973";"2";"5";
"6";"4001";"FRANCISCO GERRANIO MENEZES AGUIAR";"GERRANIO AGUIAR";"6";"40";"PSB";"-1";"12/05/1982";"2";"-1";
"7";"15444";"ADRIANA TAVARES DA CRUZ MAIA";"ADRIANA MAIA";"2";"15";"MDB";"-1";"16/07/1980";"4";"5";
"7";"22456";"OSÉIAS DE SOUZA SILVA";"OSÉIAS SILVA";"2";"22";"PL";"-1";"08/03/1988";"2";"5";
"6";"5544";"GESSI NASCIMENTO DA SILVA";"GESSI CAPELÃO";"2";"55";"PSD";"-1";"22/11/1980";"2";"4";
"7";"40456";"ADALICIO ALVES FIGUEIREDO JUNIOR";"ADALÍCIO JÚNIOR";"2";"40";"PSB";"-1";"26/08/1973";"2";"5";
"6";"3603";"NILVA MARIA SANTOS DANIEL";"NILVA DANIEL";"2";"36";"AGIR";"-1";"07/05/2001";"4";"4";
"7";"36036";"MANOEL CESAR VILACIO";"MANOEL DA BAIXADA";"2";"36";"AGIR";"-1";"08/12/1959";"2";"4";
"9";"900";"SOLINO DE MATOS FILHO";"SOLINO MATOS";"2";"70";"AVANTE";"-1";"13/07/1960";"2";"4";
"7";"22000";"TEREZINHA DOS SANTOS MOREIRA";"TEREZINHA MOREIRA";"2";"22";"PL";"-1";"12/12/1973";"4";"5";
"7";"12190";"WALDERLAN FERREIRA DE LIMA";"WALDERLAN LIMA";"2";"12";"PDT";"-1";"29/12/1982";"2";"5";
"6";"5011";"JOSE DE SOUZA ROCHA";"CÉLIO ROCHA";"2";"50";"PSOL";"3";"22/12/1973";"2";"4";
"7";"13234";"JOÃO RAIMUNDO ARAÚJO DE MELO";"JOÃOZINHO";"2";"13";"PT";"2";"02/05/1967";"2";"5";
"6";"4500";"MINORU MARTINS KINPARA";"MINORU KINPARA";"2";"45";"PSDB";"1";"02/12/1968";"2";"4";
"7";"51333";"DEUSIMAR DA CRUZ ALBUQUERQUE";"DEUSIMAR ALBUQUERQUE";"2";"51";"PATRIOTA";"-1";"13/03/1976";"2";"4";
"6";"1505";"EDITH MONTES DO NASCIMENTO DE QUEIROIS";"EDITH MONTES";"2";"15";"MDB";"-1";"25/07/1959";"4";"4";
"7";"10333";"GEANA FERREIRA LIMA";"GEANA FERREIRA";"2";"10";"REPUBLICANOS";"-1";"30/11/1979";"4";"5";
"6";"5577";"CLERTON GASPAR DE SOUZA";"CLERTON SOUZA";"2";"55";"PSD";"-1";"12/01/1984";"2";"4";
"6";"4545";"SÉRGIO SEBASTIÃO DE BARROS";"SÉRGIO BARROS";"2";"45";"PSDB";"1";"09/02/1952";"2";"4";
"6";"5022";"MARIA CRISTINA LIMA CARUTA";"CRISTINA CARUTA";"2";"50";"PSOL";"3";"30/05/2001";"4";"4";
"6";"1227";"EMIR JOSE NOGUEIRA MENDONÇA";"EMIR MENDONÇA";"2";"12";"PDT";"-1";"21/07/1967";"2";"4";
"7";"23777";"JOSÉ NILTON MELO DE OLIVEIRA";"NENO";"2";"23";"CIDADANIA";"1";"08/05/1974";"2";"5";
"7";"90123";"CARLOS BATISTA DA COSTA";"CORONEL BATISTA";"2";"90";"PROS";"-1";"26/05/1968";"2";"4";
"7";"11888";"ARLETE FERREIRA DO AMARAL";"ARLETE AMARAL";"2";"11";"PP";"-1";"07/11/1962";"4";"5";
"7";"27316";"MANOEL VALDIR TEIXEIRA DE SOUZA";"CABIDE";"2";"27";"DC";"-1";"26/04/1962";"2";"4";
"6";"1144";"EDSON BRAGA RODRIGUES";"DR EDSON";"2";"11";"PP";"-1";"24/07/1969";"2";"5";
"6";"1122";"JOSÉ ESTEPHAN BARBARY FILHO";"ZEZINHO BARBARY";"2";"11";"PP";"-1";"28/05/1964";"2";"3";
"6";"1222";"RALPH LUIS DO NASCIMENTO FERNANDES";"RALPH FERNANDES";"2";"12";"PDT";"-1";"01/05/1984";"2";"4";
"7";"36116";"FABIO MENDONÇA BEZERRA";"FÁBIO DA JUDIA";"2";"36";"AGIR";"-1";"11/05/1988";"2";"4";
"7";"55222";"YAEL DA SILVA SARAIVA LIMA";"YAEL SARAIVA";"2";"55";"PSD";"-1";"21/04/1987";"4";"5";
"4";"15";"FERNANDO ALVARES ZAMORA";"FERNANDO ZAMORA";"2";"28";"PRTB";"-1";"04/09/1968";"2";"4";
"7";"77321";"NORMELI DE ARAÚJO";"LITA ARAÚJO";"2";"77";"SOLIDARIEDADE";"-1";"02/03/1972";"4";"4";
"7";"77789";"MOISES DINIZ LIMA";"MOISÉS DINIZ ";"2";"77";"SOLIDARIEDADE";"-1";"11/08/1963";"2";"4";
"7";"90333";"JOÃO BENTO FERREIRA DA SILVA";"JOÃO DA IDA";"2";"90";"PROS";"-1";"28/03/1977";"2";"4";
"5";"222";"MARCIA ESPINOSA BITTAR";"MARCIA BITTAR";"2";"22";"PL";"-1";"17/09/1963";"4";"4";
"7";"77010";"ANA PAULA HONORATO CARDOSO";"ANA PAULA HONORATO";"2";"77";"SOLIDARIEDADE";"-1";"12/03/1985";"4";"4";
"7";"50033";"MARIA DO PERPETUO SOCORRO OLIVEIRA DA SILVA";"MARIA PERPETUO";"2";"50";"PSOL";"3";"25/02/1978";"4";"4";
"7";"13122";"ROSALINA DE OLIVEIRA SOUZA";"ROSALINA";"2";"13";"PT";"2";"06/08/1957";"4";"5";
"9";"400";"CARLOS CÉSAR CORREIA DE MESSIAS";"CÉSAR MESSIAS";"2";"40";"PSB";"-1";"05/07/1958";"2";"4";
"6";"1507";"ALDA RADINE CASTRO DE ANDRADE NERY";"ALDA RADINE";"2";"15";"MDB";"-1";"23/07/1980";"4";"4";
"7";"23000";"GLEYCIANE HOLANDA DO NASCIMENTO";"GLEYCIANE";"14";"23";"CIDADANIA";"1";"21/08/2002";"4";"-1";
"6";"1567";"RAPHAEL LUIZ BASTOS JUNIOR";"RAPHAEL BASTOS";"2";"15";"MDB";"-1";"17/10/1987";"2";"4";
"7";"40007";"HALISSON RODRIGO SANTANA DE SOUZA";"HALISSON RODRIGO";"2";"40";"PSB";"-1";"04/10/1982";"2";"5";
"7";"44200";"JOÃO FRANCISCO FERREIRA";"JOAO DE DEUS";"2";"44";"UNIÃO";"-1";"12/07/1935";"2";"5";
"7";"50055";"RAIMUNDO ARAUJO DE OLIVEIRA";"RAIMUNDO ARAÚJO";"2";"50";"PSOL";"3";"02/12/1966";"2";"4";
"7";"55422";"PAULO JEAN DA SILVA XIMENES";"PAULO XIMENES";"2";"55";"PSD";"-1";"04/11/1976";"2";"5";
"7";"50001";"NILCEMIR SOARES DA SILVA";"NILCEMIR CALAFATE";"2";"50";"PSOL";"3";"09/06/1983";"2";"4";
"7";"27678";"RAIMUNDO GOMES DA SILVA";"IRMÃO RAIMUNDO";"6";"27";"DC";"-1";"15/06/1962";"2";"-1";
"5";"500";"SANDERSON SILVA DE MOURA";"SANDERSON MOURA";"2";"50";"PSOL";"3";"06/07/1976";"2";"4";
"7";"11155";"RAIMUNDO SALES DA SILVA";"BIGODE";"2";"11";"PP";"-1";"10/04/1955";"2";"5";
"7";"10100";"FRANCISCA CLAUDIA DO VALE PINHO";"CLAUDINHA";"2";"10";"REPUBLICANOS";"-1";"09/01/1986";"4";"5";
"7";"90345";"MANOEL DE SOUZA SOMBRA";"SOUZA SOMBRA";"2";"90";"PROS";"-1";"10/09/1977";"2";"4";
"7";"36008";"EVANDRO BRANDÃO DE LIMA";"EVANDRO CANTOR";"2";"36";"AGIR";"-1";"24/05/1969";"2";"4";
"7";"19999";"FAGNER CALEGARIO DO NASCIMENTO";"FAGNER CALEGÁRIO";"2";"19";"PODE";"-1";"12/01/1981";"2";"3";
"10";"199";"RENNAN BITHS DE LIMA LIMA";"RENNAN BITHS";"2";"12";"PDT";"-1";"23/10/1985";"2";"4";
"6";"1569";"FRANCISCO HAMILTON D AVILA LUCENA";"HAMILTON LIDERANÇA";"2";"15";"MDB";"-1";"24/11/1959";"2";"4";
"7";"45111";"HIDSON DA COSTA MORAES";"ERÉ MORAES";"2";"45";"PSDB";"1";"05/06/1987";"2";"5";
"7";"51999";"MARIA ANTÔNIA MATIAS DE SALES";"MARIA ANTÔNIA PROTETORA";"2";"51";"PATRIOTA";"-1";"08/05/1961";"4";"4";
"7";"55012";"RUBENSLEI RODRIGUES DE LIMA";"RUBENS RODRIGUES";"2";"55";"PSD";"-1";"10/11/1977";"2";"5";
"7";"15700";"ANTONIO GLEIDSON CASTELO BRANCO DE OLIVEIRA";"ANTONIO CHUMBÃO";"2";"15";"MDB";"-1";"24/04/1985";"2";"5";
"7";"12123";"JOSÉ LUIS SCHAFER";"TCHÊ";"2";"12";"PDT";"-1";"20/06/1960";"2";"2";
"6";"5115";"NAZARE GONÇALVES PEIXOTO";"NAZARE PEIXOTO";"2";"51";"PATRIOTA";"-1";"10/07/1946";"4";"4";
"6";"1111";"GEHLEN DINIZ ANDRADE";"GERLEN DINIZ";"2";"11";"PP";"-1";"08/04/1974";"2";"3";
"7";"10456";"LICURGO TADEU DE SOUZA HASSEM";"TADEU HASSEM";"2";"10";"REPUBLICANOS";"-1";"04/06/1979";"2";"2";
"7";"36182";"ERLAN NOGUEIRA DE MOURA";"ERLAN";"6";"36";"AGIR";"-1";"18/04/1977";"2";"-1";
"7";"19777";"BRUNO FERNANDO DOS SANTOS";"BRUNO SANTOS";"2";"19";"PODE";"-1";"19/10/1988";"2";"5";
"7";"55111";"CLEIÇA DE SOUZA FRANÇA BARBOSA";"PASTORA CLEIÇA FRANÇA";"2";"55";"PSD";"-1";"18/06/1982";"4";"5";
"7";"12777";"CARLA IVANE DE BRITTO";"DELEGADA CARLA BRITTO";"2";"12";"PDT";"-1";"11/04/1982";"4";"5";
"7";"40222";"JOSÉ ADAILTON CRUZ PEREIRA";"ADAILTON CRUZ";"2";"40";"PSB";"-1";"25/03/1976";"2";"2";
"10";"500";"PEDRO TELES DE CARVALHO";"PEDRO TELES";"2";"50";"PSOL";"3";"29/07/1950";"2";"4";
"7";"36007";"RAIMUNDO NONATO CORREIA DA SILVA";"NÁUAS";"2";"36";"AGIR";"-1";"12/09/1966";"2";"4";
"7";"55556";"CLEONICE BEZERRA DE MENEZES";"KEKEL MENEZES";"2";"55";"PSD";"-1";"15/03/1987";"4";"5";
"7";"65123";"EDVALDO SOARES DE MAGALHÃES";"EDVALDO MAGALHÃES";"2";"65";"PC do B";"2";"27/06/1965";"2";"2";
"6";"9000";"MARCOS FABRICIO DO NASCIMENTO TELLES";"MARCOS FABRICIO";"2";"90";"PROS";"-1";"15/04/1983";"2";"4";
"6";"9090";"RAMÃO VIEIRA DE OLIVEIRA";"ROBERTO DA PRINCEZINHA";"2";"90";"PROS";"-1";"08/08/1958";"2";"4";
"7";"90987";"ROSILDA MIRANDA DA SILVA";"ROSILDA SILVA";"2";"90";"PROS";"-1";"20/05/1977";"4";"4";
"7";"36300";"IVANDERLICE PINHEIRO FROTA";"DECA PINHEIRO";"2";"36";"AGIR";"-1";"07/06/1968";"4";"4";
"6";"9009";"ANA PAULA DOS SANTOS SILVA";"ANA PAULA";"2";"90";"PROS";"-1";"14/06/1984";"4";"4";
"5";"199";"JOZINEY ALVES AMORIM";"NEY AMORIM";"2";"19";"PODE";"-1";"24/01/1977";"2";"4";
"6";"3678";"JHONATHAN MARTINS DA COSTA";"PROF COSTA";"2";"36";"AGIR";"-1";"29/01/1992";"2";"4";
"7";"22007";"TEREZINHA MENDES SILVA ARAUJO";"TEREZINHA ARAUJO";"2";"22";"PL";"-1";"25/01/1959";"4";"5";
